기준일시,"검체채취
가능여부",시도,시군구,의료기관명 ,주소,대표 전화번호
2020년 06월 09일 18시,O,전남,여수시,여수시보건소,전라남도 여수시 시청서4길 47 (학동),061-659-4252
2020년 06월 09일 18시,O,전남,여수시,여수전남병원,"전남 여수시 좌수영로 49(광무동,전남병원)",061-640-7118
2020년 06월 09일 18시,O,전남,여수시,여수한국병원,여수시 여천체육공원길 10,061-689-9119
2020년 06월 09일 18시,O,전남,여수시,여수제일병원,여수시 쌍봉로 70,061-689-8119
2020년 06월 09일 18시,O,전남,영광군,영광종합병원,전라남도 영광군 영광읍 와룡로 3,061-350-8119
2020년 06월 09일 18시,O,전남,영광군,영광기독병원,전라남도 영광군 영광읍 신남로 265,061-350-3000
2020년 06월 09일 18시,O,전남,영광군,영광군보건소,전라남도 영광군 영광읍 신남로4길 17,061-350-5552
2020년 06월 09일 18시,O,전남,영암군,영암병원,전라남도 영암군 영암읍 오리정길 8,061-470-7100
2020년 06월 09일 18시,O,전남,영암군,영암군보건소,전라남도 영암군 영암읍 오리정길 39,061-470-6536
2020년 06월 09일 18시,O,전남,완도군,완도대성병원,전라남도 완도군 완도읍 청해진동로 63,061-553-1234
2020년 06월 09일 18시,O,전남,완도군,완도군보건의료원,전라남도 완도군 완도읍 농공단지길 34,061-550-6767
2020년 06월 09일 18시,O,전남,장성군,장성병원,전라남도 장성군 장성읍 역전로 171,061-390-9000
2020년 06월 09일 18시,O,전남,장성군,장성군보건소,전라남도 장성군 장성읍 청운11길 13,061-390-8333
2020년 06월 09일 18시,O,전남,장흥군,장흥종합병원,전라남도 장흥군 장흥읍 흥성로 74 (74),061-862-8300
2020년 06월 09일 18시,O,전남,장흥군,장흥군보건소,전라남도 장흥군 장흥읍 흥성로 49,061-860-6481
2020년 06월 09일 18시,O,전남,진도군,진도한국병원,전라남도 진도군 진도읍 남문길 48,061-542-7575
2020년 06월 09일 18시,O,전남,진도군,진도군보건소,전라남도 진도군 진도읍 남동1길 40-9,061-540-6074
2020년 06월 09일 18시,O,전남,함평군,함평성심병원,전라남도 함평군 함평읍 영수길 132-  ( ),061-324-0001
2020년 06월 09일 18시,O,전남,함평군,함평군보건소,전라남도 함평군 함평읍 중앙길 54-8,061-320-2417
2020년 06월 09일 18시,O,전남,해남군,해남종합병원,전라남도 해남군 해남읍 해남로 45,061-536-4116
2020년 06월 09일 18시,O,전남,해남군,해남우리종합병원,전남 해남군 옥천면 해남로 597,061-530-7000
2020년 06월 09일 18시,O,전남,해남군,해남군보건소,전라남도 해남군 해남읍 해남로 46,061-531-3745
2020년 06월 09일 18시,O,전남,화순군,화순전남대학교병원,전남 화순군 화순읍 서양로 322,061-1899-0000
2020년 06월 09일 18시,O,전남,화순군,화순군보건소,전라남도 화순군 화순읍 쌍충로 62,061-379-5342
2020년 06월 09일 18시,O,경북,경산시,세명병원,경상북도 경산시 경안로 208 (중방동),053-819-8500
2020년 06월 09일 18시,O,경북,경산시,경산중앙병원,경상북도 경산시 경안로 11 (백천동),053-715-0119
2020년 06월 09일 18시,O,경북,경산시,경산시 보건소,경상북도 경산시 남매로 158 (중방동),053-810-6314
2020년 06월 09일 18시,O,경북,경주시,경주시 보건소,경상북도 경주시 양정로 300 (동천동),054-779-8573
2020년 06월 09일 18시,O,경북,고령군,고령군보건소,경북 고령군 대가야읍 왕릉로 56-5 고령군보건소,054-954-1300
2020년 06월 09일 18시,O,경북,고령군,고령영생병원,경상북도 고령군 대가야읍 중앙로 33,054-955-2661
2020년 06월 09일 18시,O,경북,구미시,구미순천향병원,"경상북도 구미시 1공단로 179 (공단동, (공단동))",054-468-9114
2020년 06월 09일 18시,O,경북,구미시,구미차병원,경상북도 구미시 신시로10길 12 (형곡동),054-450-9700
2020년 06월 09일 18시,O,경북,구미시,구미시 구미보건소,경상북도 구미시 선산대로 111 (지산동),054-480-4032
2020년 06월 09일 18시,O,경북,군위군 ,군위군보건소,경상북도 군위군 군위읍 군청로 70,054-383-4000
2020년 06월 09일 18시,O,경북,김천시,김천의료원,경상북도 김천시 모암길 24 (모암동),054-432-8901
2020년 06월 09일 18시,O,경북,김천시,김천제일병원,경상북도 김천시 신음1길 12 (신음동),054-420-9440
2020년 06월 09일 18시,O,경북,김천시,김천시 보건소,경상북도 김천시 시청1길 221 (신음동),054-433-4000
2020년 06월 09일 18시,O,경북,김천시,김천소년교도소 부속의원,경북 김천시 영남대로 1968,054-429-5575
2020년 06월 09일 18시,O,경북,문경시,문경제일병원,경상북도 문경시 당교3길 25 (모전동),054-550-7700
2020년 06월 09일 18시,O,경북,문경시,문경중앙병원,경상북도 문경시 중앙로 117-18 (점촌동),054-555-2011
2020년 06월 09일 18시,O,경북,문경시,문경시 보건소,경상북도 문경시 점촌1길 9 (점촌동),054-555-2033
2020년 06월 09일 18시,O,경북,봉화군,봉화군 보건소,경상북도 봉화군 봉화읍 봉화로 1203,054-673-4000
2020년 06월 09일 18시,O,경북,봉화군,봉화해성병원,경상북도 봉화군 봉화읍 보밑길 3,054-674-0011
2020년 06월 09일 18시,O,경북,상주시,상주성모병원,경상북도 상주시 냉림서성길 7 (냉림동),054-532-5001
2020년 06월 09일 18시,O,경북,상주시,상주시 보건소,경상북도 상주시 중앙로 111 (무양동),054-535-4000
2020년 06월 09일 18시,O,경북,상주시,상주 적십자병원,경상북도 상주시 상서문로 53 (남성동),054-534-3501
2020년 06월 09일 18시,O,경북,성주군,성주군보건소 ,경상북도 성주군 성주읍 성밖숲길 12,054-933-2400
2020년 06월 09일 18시,O,경북,안동시,안동시보건소,경북 안동시 서동문로 165,"054-840-5999,5917"
2020년 06월 09일 18시,O,경북,안동시,안동병원,경상북도 안동시 앙실로 11 (수상동),054-840-1004
2020년 06월 09일 18시,O,경북,안동시,안동성소병원 ,경상북도 안동시 서동문로 99 (금곡동),054-850-8114
2020년 06월 09일 18시,O,경북,영덕군,영덕아산병원 ,경상북도 영덕군 영해면 영덕로 1621,054-730-0114
2020년 06월 09일 18시,O,경북,영덕군,영덕군보건소,경북 영덕군 영덕읍 군청길 53,054-730-6894
2020년 06월 09일 18시,O,경북,영양군 ,영양군보건소,경북 영양군 영양읍 동서대로 82,054-680-5196
2020년 06월 09일 18시,O,경북,영주시,영주시보건소,경상북도 영주시 시청로1번길 19 (휴천동),054-631-4000
2020년 06월 09일 18시,O,경북,영주시,영주적십자병원,경상북도 영주시 대학로 327,054-630-0100
2020년 06월 09일 18시,O,경북,영천시,영남대학교 영천병원 ,경상북도 영천시 오수1길 10 (오수동),054-338-9000
2020년 06월 09일 18시,O,경북,영천시,영천시 보건소,경상북도 영천시 옛군청1길 31 (문내동),054-339-7860
2020년 06월 09일 18시,O,경북,예천군,예천군보건소,경상북도 예천군 예천읍 군청길 33,054-650-8616
2020년 06월 09일 18시,O,경북,예천군,예천권병원,경상북도 예천군 예천읍 시장로 136,054-654-6611
2020년 06월 09일 18시,O,경북,울릉군,울릉군보건의료원,경상북도 울릉군 울릉읍 울릉순환로 396-18,054-790-6871
2020년 06월 09일 18시,O,경북,울진군 ,울진군의료원 ,경상북도 울진군 울진읍 현내항길 71,054-785-7015
2020년 06월 09일 18시,O,경북,의성군 ,의성군보건소,경상북도 의성군 의성읍 북부길 150,054-830-6660
2020년 06월 09일 18시,O,경북,의성군 ,공생병원,경상북도 의성군 의성읍 문소3길 96-0 (공생병원),054-834-3881
2020년 06월 09일 18시,O,경북,청도군,청도군보건소(치매안심센터),청도군 화양읍 산성강변길 471,"054-370-6566, 2673"
2020년 06월 09일 18시,O,경북,청송군,청송군보건의료원,경상북도 청송군 청송읍 의료원길 19,054-870-7100
2020년 06월 09일 18시,O,경북,청송군,경북북부제2교도소 부속의원,경북 청송군 진보면 양정길 110,054-870-2575
2020년 06월 09일 18시,O,경북,칠곡군 ,칠곡군보건소,경상북도 칠곡군 왜관읍 관문로1길 30,054-973-4000
2020년 06월 09일 18시,O,경북,포항시,포항시 북구보건소,경상북도 포항시 북구 삼흥로 98 (장성동),054-270-4114
2020년 06월 09일 18시,O,경북,포항시,포항시 남구보건소,경상북도 포항시 남구 동해안로 6119 (인덕동),054-270-4004
2020년 06월 09일 18시,O,경북,포항시,포항세명 기독병원,경상북도 포항시 남구 포스코대로 351 (대도동),054-275-0005
2020년 06월 09일 18시,O,경북,포항시,포항 성모병원,"경상북도 포항시 남구 대잠동길 17 (대잠동, (대잠동))",054-272-0151
2020년 06월 09일 18시,O,경남,거제시 ,의료법인 거붕백병원,경상남도 거제시 계룡로5길 14 (상동동),055-733-0119
2020년 06월 09일 18시,O,경남,거제시 ,의료법인 대우병원,경상남도 거제시 두모길 16 (두모동),055-680-8119
2020년 06월 09일 18시,O,경남,거제시 ,거제시 보건소,경상남도 거제시 수양로 506 (양정동),055-639-6133
2020년 06월 09일 18시,O,경남,거제시 ,맑은샘병원,경상남도 거제시 연초면 거제대로 4477,055-736-1004
2020년 06월 09일 18시,O,경남,거창군 ,거창적십자병원,경상남도 거창군 거창읍 중앙로 91,055-944-3251
2020년 06월 09일 18시,O,경남,거창군 ,거창군 보건소,경상남도 거창군 거창읍 거함대로 3079 (보건소),055-940-8337
2020년 06월 09일 18시,O,경남,고성군 ,고성군 보건소,경상남도 고성군 고성읍 남포로79번길 103-3,055-670-4013
2020년 06월 09일 18시,O,경남,김해시,김해중앙병원,경상남도 김해시 분성로 94-8 (외동),055-330-6007
2020년 06월 09일 18시,O,경남,김해시,조은금강병원,경상남도 김해시 김해대로 1814-37 (삼계동),055-330-0300
2020년 06월 09일 18시,O,경남,김해시,갑을장유병원,경상남도 김해시 장유로 167-13 (부곡동),055-310-6114
2020년 06월 09일 18시,O,경남,김해시,김해시 보건소,경상남도 김해시 분성로 227 (외동),055-330-4483
2020년 06월 09일 18시,O,경남,남해군 ,의료법인이도의료 재단 남해병원,경상남도 남해군 남해읍 화전로 169,055-863-2201
2020년 06월 09일 18시,O,경남,남해군 ,남해군 보건소,경상남도 남해군 남해읍 선소로 6,055-860-8730
2020년 06월 09일 18시,X,경남,밀양시 ,밀양 윤병원,경상남도 밀양시 삼문중앙로 32 (삼문동),055-354-2200
2020년 06월 09일 18시,O,경남,밀양시 ,밀양시 보건소,경상남도 밀양시 삼문중앙로 41 (삼문동),055-359-7015
2020년 06월 09일 18시,O,경남,사천시,삼천포서울병원,경상남도 사천시 남일로 33 (동금동),055-830-9009
2020년 06월 09일 18시,O,경남,사천시,사천시 보건소,경상남도 사천시 용현면 시청로 77,055-831-3620
2020년 06월 09일 18시,O,경남,사천시,삼천포 제일병원,경남 사천시 중앙로136,055-833-4400
2020년 06월 09일 18시,O,경남,산청군,산청군보건의료원,경상남도 산청군 산청읍 중앙로 97,055-970-7500
2020년 06월 09일 18시,O,경남,양산시 ,양산부산대학교병원,경상남도 양산시 물금읍 금오로 20,055-360-1476
2020년 06월 09일 18시,O,경남,양산시 ,베데스다 병원,양산시 신기로 28,055-384-9911
2020년 06월 09일 18시,X,경남,양산시 ,웅상중앙병원,양산시 서창로 59,055-912-1032
2020년 06월 09일 18시,O,경남,양산시 ,양산시 보건소,경상남도 양산시 삽량로 169 (중부동),055-392-5220
2020년 06월 09일 18시,O,경남,의령군 ,의령병원,경상남도 의령군 의령읍 의병로14길 10,055-573-4100
2020년 06월 09일 18시,O,경남,의령군 ,의령군 보건소,경상남도 의령군 의령읍 의병로8길 16,055-570-4045
2020년 06월 09일 18시,O,경남,진주시,진주제일병원,진주시 진주대로 885,055-756-2900
2020년 06월 09일 18시,O,경남,진주시,진주고려병원,진주시 동진로 2,055-751-2525
2020년 06월 09일 18시,O,경남,진주시,진주반도병원,진주시 남강로 701,055-749-0679
2020년 06월 09일 18시,O,경남,진주시,진주복음병원,진주시 진양호로 370,055-749-7119
2020년 06월 09일 18시,O,경남,진주시,진주세란병원,진주시 진주대로 829,055-760-7575
2020년 06월 09일 18시,O,경남,진주시,진주한일병원,진주시 범골로 17,055-750-1333
2020년 06월 09일 18시,O,경남,진주시,진주시 보건소,경상남도 진주시 월아산로 2026 (초전동),055-749-5714
2020년 06월 09일 18시,O,경남,창녕군,태황의료재단 한성병원,경상남도 창녕군 창녕읍 교리1길 2,055-530-5000
2020년 06월 09일 18시,O,경남,창녕군,창녕군 보건소,경상남도 창녕군 창녕읍 우포2로 1189-35,055-530-6217
2020년 06월 09일 18시,O,경남,창원시 의창구,창원시 창원보건소,경상남도 창원시 의창구 중앙대로162번길 9 (신월동),055-225-5744
2020년 06월 09일 18시,O,경남,창원시 마산합포구,SMG연세병원,창원시 마산합포구 3·15대로 76,055-240-7777
2020년 06월 09일 18시,O,경남,창원시 진해구,창원시 마산보건소,"경상남도 창원시 마산합포구 월영동북로 15 (해운동, 마산보건소)",055-225-5944
2020년 06월 09일 18시,O,경남,창원시 진해구,창원시 진해보건소,"경상남도 창원시 진해구 진해대로 1101 (풍호동, 진해보건소)",055-225-6123
2020년 06월 09일 18시,O,경남,창원시 진해구,연세에스병원,경상남도 창원시 진해구 해원로32번길 13 (이동),055-548-7700
2020년 06월 09일 18시,O,경남,창원시 진해구,세광병원,경상남도 창원시 진해구 중원동로 55-1 (중앙동),055-540-3700
2020년 06월 09일 18시,O,경남,창원시 마산합포구,삼성창원병원,"경상남도 창원시 마산회원구 팔용로 158 (합성동, 삼성창원병원)",055-233-6121
2020년 06월 09일 18시,O,경남,창원시 성산구,마산의료원,경상남도 창원시 마산합포구 3·15대로 231 (중앙동3가),055-249-1116
2020년 06월 09일 18시,O,경남,창원시 성산구,창원경상대학교병원,"경상남도 창원시 성산구 삼정자로 11 (성주동, 창원경상대학교병원)","(주간) 055-214-1000
(야간) 055-214-2119"
2020년 06월 09일 18시,O,경남,창원시 성산구,한마음창원병원,경상남도 창원시 성산구 원이대로682번길 21 (상남동),055-267-2000
2020년 06월 09일 18시,O,경남,창원시,창원파티마병원,창원시 의창구 창이대로 45,055-270-1020
2020년 06월 09일 18시,O,경남,통영시 ,통영적십자병원,경상남도 통영시 중앙로 97 (서호동),055-644-8901
2020년 06월 09일 18시,O,경남,통영시 ,통영시 보건소,경상남도 통영시 안개4길 108 (무전동),055-650-6050
2020년 06월 09일 18시,O,경남,하동군 ,새하동병원,"경상남도 하동군 하동읍 화심길 39, 새하동병원",055-880-4200
2020년 06월 09일 18시,O,경남,하동군 ,하동군 보건소,경상남도 하동군 하동읍 군청로 31,055-882-4000
2020년 06월 09일 18시,O,경남,함안군,영동병원,경상남도 함안군 칠원읍 용산2길 45-13,055-586-2000
2020년 06월 09일 18시,O,경남,함안군,함안군 보건소,경상남도 함안군 가야읍 중앙남4길 10,055-580-3113
2020년 06월 09일 18시,O,경남,함양군 ,함양성심병원,경상남도 함양군 함양읍 고운로 70,055-963-4322
2020년 06월 09일 18시,O,경남,함양군 ,함양군 보건소,경상남도 함양군 함양읍 한들로 141,055-960-5334
2020년 06월 09일 18시,O,경남,합천군 ,합천군 보건소,경상남도 합천군 합천읍 동서로 39,055-930-3683
2020년 06월 09일 18시,O,제주,서귀포,서귀포의료원,"제주특별자치도 서귀포시 장수로 47 (동홍동,(동홍동))",064-730-3000
2020년 06월 09일 18시,O,제주,서귀포,서귀포열린병원,제주특별자치도 서귀포시 일주동로 8638 (동홍동),064-762-8001
2020년 06월 09일 18시,O,제주,제주시,제주한라병원,"제주특별자치도 제주시 도령로 65 (연동, (연동))",064-740-5975
2020년 06월 09일 18시,O,제주,제주시,한마음병원,"제주특별자치도 제주시 연신로 52 (이도이동,(이도이동))",064-750-9119
2020년 06월 09일 18시,O,제주,제주시,한국병원,"제주특별자치도 제주시 서광로 193 (삼도일동, (삼도일동))",064-750-0119
2020년 06월 09일 18시,O,제주,제주시,중앙병원,"제주특별자치도 제주시 월랑로 91-0 (이호이동,중앙병원)",064-786-7000
